name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
Joachim of Fiore ca. 1132-1202.,author,,,human,Joachim of Fiore,Q199991
"Joan, of Aragon, Queen of Sicily",author,,,human,Juana I of Castile,Q171136
"Joanna I, Queen of Naples, -1382",author,,http://id.loc.gov/authorities/names/n79074514,human,Joanna I of Naples,Q235381
Joannes Andreae,author,,,human,Giovanni d'Andrea,Q920858
"Joannes Angelus, de Crema",former owner,,,human,Joannes Angelus de Crema,Q116418841
Joannes Cassianus,author,,,human,John Cassian,Q313795
Joannes Chrysostomus,author,,,human,John Chrysostom,Q43706
Joannes Dominicus de Marchis,author,,,human,Joannes Dominicus de Marchis,Q116419176
Joannes Oecolampadius,author,,,human,Johannes Oecolampadius,Q123450
Joannes Oliva,author,,,human,Joannes Oliva,Q112428342
Joannes Teutonicus d. 1245?,author,,,human,Johannes Teutonicus Zemeke,Q1698481
"Johann Friedrich II, Herzog von Sachsen, 1529-1595",author,,http://id.loc.gov/authorities/names/nr2001004817,human,John Frederick II,Q563316
Johann Meyer,author,,,human,Johann Meyer,Q114242449
Johann Neudorffer,author,,,human,Johann Neudörffer the Elder,Q1695681
Johann Reger,author,,,human,Johann Reger,Q18223621
Johannes Andreas,author,,,human,Andreas Johannes,Q68905190
Johannes Auerbach,author,,,human,Johannes Auerbach,Q41559634
Johannes Caldrini,author,,,human,Giovanni Calderini,Q17279931
Johannes Cassianus,author,,,human,John Cassian,Q313795
Johannes de Abbatisvilla,author,,,human,John Halgren of Abbeville,Q3129519
Johannes de Caulibus 14th cent.,author,,,human,Johannes de Caulibus,Q21548469
Johannes de Hildesheim,author,,,human,John of Hildesheim,Q91136
Johannes de Imola,author,,,human,Johannes de Imola,Q6217095
Johannes de Lapide,author,,,human,Johann Heynlin,Q326684
Johannes de Polna,scribe,,,human,Johannes de Polna,Q116419132
Johannes de Rupescissa,author,,,human,Jean de Roquetaillade,Q2273936
Johannes de Rupescissa ca. 1300-ca. 1365.,author,,,human,Jean de Roquetaillade,Q2273936
Johannes de Sacrobosco,author,,,human,Johannes de Sacrobosco,Q433841
Johannes de Tambaco,author,,,human,Johannes von Dambach,Q1698737
Johannes Duns Scotus,author,,,human,Duns Scotus,Q190089
Johannes Gerson,author,,,human,Jean Gerson,Q281179
Johannes Gobi,author,,,human,Jean Gobi,Q112370992
Johannes Grassus,author,,,human,Giovanni Grassi,Q41569872
Johannes Hagen,author,,,human,Johannes Hagen,Q19687584
Johannes Halgrinus de Abbatisvilla,author,,,human,John Halgren of Abbeville,Q3129519
Johannes Herolt,author,,,human,Johann Herolt,Q1697670
Johannes Nicolaus de Milis,author,,,human,Johannes Milis,Q6216858
"Johannes Nider, O.P.",author,,,human,Johannes Nider,Q66836
Johannes Regiomontanus,author,,,human,Regiomontanus,Q76365
Johannes Scheubel,author,,,human,Johannes Scheubel,Q89466
Johannes Stratford,author,,,human,John de Stratford,Q3175717
Johannes Versor,author,,,human,John Versor,Q1698538
Johannes von Freiburg d. 1314.,author,,,human,Johannes von Freiburg,Q41616538
Johannes von Kastl,author,,,human,Johannes von Kastl,Q1564527
"Johannes, de Brauneck",scribe,,,human,Hans von Bruneck,Q1540582
"Johannes, de Novara",scribe,,,human,Johannes de Novara,Q116181638
"Johannes, von Kastl, active 15th century",author,,http://id.loc.gov/authorities/names/no2003000642,human,Johannes von Kastl,Q1564527
"Johanutti, Angelus, de Montegranario",scribe,,,human,Angelus Johanutti de Montegranario,Q116419108
John,author,,,human,John the Evangelist,Q328804
"John Boykett Jarman (d. 1864, aged 82); his sale, Sotheby’s, 13 June 1864, lot 78; Cecil Dunn Gardner; his sale, Sotheby’s, 21 June 1880, lot 823, to Ellis; William H. Crawford (1812-1888), of Lakelands, Blackrock, Cork, with his bookplate; his sale, Sotheby’s, 12 March 1891, lot 1666;",former owner,,,human;human;human,John Boykett Jarman;Cecil Dunn Gardner;William Horatio Crawford,Q94297523;Q64337080;Q84471454
John Capgrave,author,,,human,John Capgrave,Q1357237
John Cassian,author,,,human,John Cassian,Q313795
John Chrysostom,author,,,human,John Chrysostom,Q43706
John Chrysostom Saint d. 407.,author,,,human,John Chrysostom,Q43706
"John Chrysostom, Saint, -407",author,,http://id.loc.gov/authorities/names/n80001460,human,John Chrysostom,Q43706
"John Climacus, Saint 6th cent.",author,,,human,John Climacus,Q317072
John Duns Scotus,author,,,human,Duns Scotus,Q190089
John Felton,author,,,human,John Felton,Q114242450
"John Frederick Lewis, Philadelphia",former owner,,,human,John Frederick Lewis,Q78163033
"John Frederick Lewis, Philadelphia.",former owner,,,human,John Frederick Lewis,Q78163033
"John Frederick Lewis, Philadephia.",former owner,,,human,John Frederick Lewis,Q78163033
John Gower,author,,,human,John Gower,Q365133
John Hardyng,author,,,human,John Hardyng,Q6237760
"John Henry Nash. Previous call numbers MAR 12, 2MS BV247 K8.",former owner,,,human,John Henry Nash,Q47458947
John Hus?,author,,,human,Jan Hus,Q43977
John Lydgate,author,,,human,John Lydgate,Q662063
John Mandeville,author,,,human,John Mandeville,Q24766
John of Avranches,author,,,human,John of Avranches,Q3175222
John of Bridlington,author,,,human,John Twenge,Q938167
John of Capistrano,author,,,human,John of Capistrano,Q310359
John of Capistrano 1386-1456,author,,,human,John of Capistrano,Q310359
John of Damascus,author,,,human,John of Damascus,Q51884
"John of Damascus, Saint.",author,,,human,John of Damascus,Q51884
John of Erfurt,author,,,human,John of Erfurt,Q25473699
John of Freibourg (Johannes de Friburgo),author,,,human,Johannes von Freiburg,Q41616538
John of Freiburg,author,,,human,Johannes von Freiburg,Q41616538
John of Garland,author,,,human,John of Garland,Q1229700
John of Hildesheim,author,,,human,John of Hildesheim,Q91136
John of Salisbury,author,,,human,John of Salisbury,Q264028
John of Seville,author,,,human,John of Seville,Q1382696
John of Wales,author,,,human,John of Wales,Q981494
John of Wales 13th cent.,author,,,human,John of Wales,Q981494
John Peacock,former owner,,,human,John Peacock,Q114242451
John Peckham c. 1230-1292,author,,,human,John Peckham,Q1322939
John Ridevall,author,,,human,John Ridevall,Q11795492
John Shirley,author,,,human,John Shirley,Q20926347
John Trevisa,author,,,human,John Trevisa,Q6261232
John Tzetzes,author,,,human,John Tzetzes,Q530515
John Willis,former owner,,,human,John Willis,Q114242453
John Wyclif,author,,,human,John Wycliffe,Q173893
John Wyclif?,author,,,human,John Wycliffe,Q173893
John Wycliffe,author,,,human,John Wycliffe,Q173893
"John XXI, Pope, -1277",author,,,human,John XXI,Q172916
"John XXI, Pope, -1277",author,,http://id.loc.gov/authorities/names/n86820241,human,John XXI,Q172916
John XXII,author,,,human,John XXII,Q165568
John XXII Pope d. 1334.,author,,,human,John XXII,Q165568
"Jones, Thomon Simon",former owner,,,human,Thomon Simon Jones,Q116447015
"Jones, W. 1675-1749",former owner,,http://id.loc.gov/authorities/names/n86823433,human,William Jones,Q371877
Jordan von Quedlinburg ?-1380,author,,,human,Jordan von Quedlinburg,Q1703666
Jordan von Quedlinburg d. 1380.,author,,,human,Jordan von Quedlinburg,Q1703666
Jordanus de Nemore,author,,,human,Jordanus de Nemore,Q1232954
Jordanus Nemorarius,author,,,human,Jordanus de Nemore,Q1232954
Jordanus of Osnabrück,author,,,human,Jordan of Osnabrück,Q820981
Jordanus of Quedlinburg,author,,,human,Jordan von Quedlinburg,Q1703666
Jordanus Osnabrugensis,author,,,human,Jordan of Osnabrück,Q820981
Jordanus Osnabrugensis?,author,,,human,Jordan of Osnabrück,Q820981
Joseph de Jesus Maria,author,,,human,José de Jesús María,Q114827003
Josephus,author,,,human,Josephus,Q134461
"Josephus, Flavius",author,,,human,Josephus,Q134461
"Josephus, Flavius",author,,http://id.loc.gov/authorities/names/n80015583,human,Josephus,Q134461
"Josephus, Flavius.",author,,,human,Josephus,Q134461
Juan de Mena,author,,,human,Juan de Mena,Q388140
"Juan II, King of Castile and Leon, 1405-1454",author,,http://id.loc.gov/authorities/names/n84238852,human,John II of Castile,Q297278
"Judah ben Jacob, 15th century",scribe,,,human,Judah ben Jacob,Q116446930
"Judith Montefiore College (Ramsgate, England)",former owner,,http://id.loc.gov/authorities/names/nb2006004953,organization,Judith Lady Montefiore College,Q63149357
Julian Pomerius,author,,,human,Julianus Pomerius,Q3189618
"Julian, emperor",author,,,human,Julian,Q33941
Julianus Pomerius,author,,,human,Julianus Pomerius,Q3189618
Julius Caesar,author,,,human,Julius Caesar,Q1048
Julius Capitolinus,author,,,human,Julius Capitolinus,Q391514
Julius Firmicus Maternus,author,,,human,Julius Firmicus Maternus,Q367422
Julius II Pope 1443-1513.,author,,,human,Julius II,Q80516
"Julius II, Pope, 1443-1513",author,,http://id.loc.gov/authorities/names/n80030746,human,Julius II,Q80516
Julius III,author,,,human,Julius III,Q169911
"Junk, Wilhelm, 1866-1942",former owner,,,human,Wilhelm Junk,Q215149
"Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137,,human,Zayn al-Din Gorgani,Q2908840
"Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137",author,جرجاني، اسماعيل بن حسن، 1042 or 1043-1136 or 1137,http://id.loc.gov/authorities/names/nr94010125,human,Zayn al-Din Gorgani,Q2908840
Justinian,author,,,human,Justinian I,Q41866
Justinian,author,,,human,Justinian I,Q41866
"Justinian (Emperor, r. 527-565 A.D.)",author,,,human,Justinian I,Q41866
Justinian (Justinianus),author,,,human,Justinian I,Q41866
Justinian I,author,,,human,Justinian I,Q41866
Justinus,author,,,human,Justin,Q25420924
"Justinus, Marcus Junianus.",author,,,human,Justin,Q210853
"Juvaynī, Muḥammad ibn Malikshāh ibn Muḥammad Malikshāh",scribe,جويني، محمد بن ملكشاه بن محمد ملكشاه،,,human,Muḥammad ibn Malikshāh ibn Muḥammad Malikshāh al-Juwaynī,Q116452812
Juvenal,author,,,human,Juvenal,Q193800
Juvenal.,author,,,human,Juvenal,Q193800
"Kafʻamī, Ibrāhīm ibn ʻAlī, 1436 or 1437-1499 or 1500",author,كفعمي، ابراهيم بن علي، 1436 or 1437-1499 or 1500,,human,Ibrāhīm ibn ʻAlī Kafʻamī,Q12181714
"Kāshānī, Yaḥyá ibn Aḥmad, active 14th century",author,كاشاني، يحيى بن احمد، active 14th century,http://id.loc.gov/authorities/names/n2017034608,human,Yaḥyá ibn Aḥmad Kāshānī,Q116419307
"Kartause Sankt Barbara (Cologne, Allemagne)",former owner,,,organization,Cologne Charterhouse,Q291014
"Kashfī, Jaʻfar ibn Abī Isḥāq, -1850 or 1851",author,كشفي، جعفر بن ابي اسحاق، -1850 أو 1851,,human,Ja'far Kashfi,Q10868965
Kauśikarāma,author,,,human,Kauśikarāma,Q114242460
"Kelker, Rudolph F. (Rudolph Frederick), 1820-1906",former owner,,,human,Rudolph Frederick Kelker,Q114242424
"Kelker, Rudolph Frederick",former owner,,,human,Rudolph Frederick Kelker,Q114242424
"Keller, Alexandre de",former owner,,,human,Alexandre de Keller,Q116452894
"Kemalpaşazade, 1468 or 1469-1534",author,,http://id.loc.gov/authorities/names/n85370452,human,Ibn Kemal,Q449254
"Kemp, Johannes",scribe,,,human,Johannes van der Kemp,Q88802107
Kenneth A. Lohf (1925-2002).,former owner,,,human,Kenneth A. Lohf,Q110041097
"Ker, John Edgar",former owner,,http://id.loc.gov/authorities/names/nr2006008903,human,John Edgar Ker,Q116452953
"Keysser, Georg",scribe,,,human,Georg Keysser,Q116250320
"Khādimī, Muḥammad ibn Muṣṭafá, 1701 or 1702-1762 or 1763",author,,http://id.loc.gov/authorities/names/nr91027348,human,Muḥammad ibn Muṣṭafá Khādimī,Q12178022
"Khākiyānī, Darvīsh Aḥmad, active 1801",former owner,خاكيانى، درويش احمد، active 1801,,human,Darvīsh Aḥmad Khākiyānī,Q114242465
"Khān, Sharīf, 1725?-1805 or 1806",former owner,"محمد شريف خان, 1725?-1805 or 1806",http://id.loc.gov/authorities/names/n2008205086,human,Sharīf Khān,Q116446986
"Khāzinī, ʻAbd al-Raḥmān, active 1121",author,خازني، عبد الرحمن، active 1121,http://id.loc.gov/authorities/names/n84238034,human,Al-Khazini,Q2991836
"Khamsī, Muḥammad ibn ʻAbd Allāh",scribe,خمسي، محمد بن عبد الله,,human,Muḥammad ibn ʻAbd Allāh Khamsī,Q114242461
"Khayālī, Aḥmad ibn Mūsá, -1457",author,خيالي، احمد بن موسى، -1457؟,,human,Aḥmad ibn Mūsá Khayālī,Q114242425
"Kilālī, Zubayr ibn Marḍ",scribe,كلالي، زبير بن مرض,,human,Zubayr ibn Marḍ Kilālī,Q114242466
"Klein, Eugène, 1898-",former owner,,http://id.loc.gov/authorities/names/no2010124464,human,Eugène Klein,Q116419229
"Kloss, Georg",former owner,,,human,Georg Kloss,Q214047
"Kloss, Georg Franz Burkhard, 1787-1854",former owner,,http://id.loc.gov/authorities/names/n93038985,human,Georg Kloss,Q214047
Konrad Kyeser,author,,,human,Konrad Kyeser,Q77543
"Konrad von Brundelsheim or ""Soccus""",author,,,human,Konrad von Brundelsheim,Q96358542
"Kothen, Charles, 1814-1880",former owner,,,human,Charles Kothen,Q116452817
"Krumbhaar, E. B. 1882-1966",former owner,,http://id.loc.gov/authorities/names/n83825912,human,E.B. Krumbhaar,Q93241098
"Kuppferberg, Johannes de",scribe,,,human,Johannes de Kuppferberg,Q114242462
"Kuzi, Yitzhak Nahum",former owner,,,human,Yitzhak Nahum Kuzi,Q116452995
"L., K",former owner,,,organization,K-L,Q5492826
"La Serna Santander, Carlos Antonio de, 1752-1813",former owner,,http://id.loc.gov/authorities/names/no98040987,human,Antonio Laserna,Q2410483
"La Vallière, Louis César de LaBaume LeBlanc de, 1708-1780",former owner,,http://id.loc.gov/authorities/names/n94101565,human,Louis César de La Baume Le Blanc,Q1158739
"Labbey-de-Billy, Nicolas-Antoine, 1753-1825",former owner,,http://id.loc.gov/authorities/names/no2011112789,human,Nicolas Antoine Labbey de Billy,Q60840320
"Labitte, Alphonse, 1853-",former owner,,,human,Alphonse Labitte,Q114242418
Lactantius,author,,,human,Lactantius,Q209102
Lactantius ca. 240-ca. 320.,author,,,human,Lactantius,Q209102
"Lafferde, Henricus",former owner,,,human,Henricus Lafferde,Q114242463
"Lārndawī, ʻAbd Allāh al-Ḥusnī ibn al-Ḥājj ʻAbdī",scribe,لارندوي، عبد الله الحسني بن الحاج عبدي,,human,ʻAbd Allāh al-Ḥusnī ibn al-Ḥājj ʻAbdī Lārndawī,Q114242467
"Lake, Carlton",former owner,,,human,Carlton Lake,Q19277169
"Lambert, Frederick Arthur Heygate, 1857-1929",former owner,,,human,Frederick Arthur Heygate Lambert,Q116452905
"Lamberto, Pietro, Bishop of Caserta",author,,,human,Pietro Lamberti,Q64777442
"Lampridio, Benedetto.",author,,,human,Benito Lampridio,Q6395546
Landolfus Sagax,author,,,human,Landolfus Sagax,Q1541662
"Langland, William 1330?-1400?",author,,,human,William Langland,Q467672
"Langton, Stephen, -1228",author,,http://id.loc.gov/authorities/names/n81007918.html,human,Stephen Langton,Q465329
"Lansburgh, Mark",former owner,,,human,Mark Lansburgh,Q114242464
"Lansburgh, Mark",former owner,,http://id.loc.gov/authorities/names/n78068241,human,Mark Lansburgh,Q114242464
"Lanthony Priory (Gloucestershire, England)",former owner,,,organization,Llanthony Priory,Q3397679
"Lasso, Orlando di 1532-1594.",author,,,human,Orlande de Lassus,Q154792
Lathcen,author,,,human,Laidcenn mac Buith Bannaig,Q6473761
Laurent Frère.,author,,,human,Laurent d'Orleans,Q85418306
"Laurent, d'Orléans, active 1279",author,,http://id.loc.gov/authorities/names/n87872047,human,Laurent d'Orleans,Q85418306
Laurentius Justinianus,author,,,human,Lawrence Giustiniani,Q203814
Laurentius Pisanus,author,,,human,Laurentius Veronensis,Q41616668
Laurentius Puldericus,author,,,human,Laurentius Puldericus,Q41616665
"Laurie, James",former owner,,http://id.loc.gov/authorities/names/n92065694,human,James Laurie,Q116181679
Lauro Quirini,author,,,human,Lauro Quirini,Q56189803
Lawrence Justinian Saint 1381-1456.,author,,,human,Lawrence Giustiniani,Q203814
Lawrence of Durham,author,,,human,Lawrence of Durham,Q1808208
"Lazarelli, Ludovico.",author,,,human,Lodovico Lazzarelli,Q683317
"Le Strange, Hamon, 1840-1918",former owner,,http://id.loc.gov/authorities/names/no2020122399,human,Hamon le Strange,Q19357033
"Lea, Henry Charles, 1825-1909",former owner,,http://id.loc.gov/authorities/names/n50041341,human,Henry Charles Lea,Q325867
"leaves (including those here) were lost by at least 1887; these leaves bought by C. L. Ricketts in Paris from Lemallier, 1907, and acquired by the Lilly Library with the Ricketts Collection in 1961.",former owner,,,human,Coella Lindsay Ricketts,Q116771179
"Leconfield, Henry Wyndham, Baron, 1830-1901",former owner,,http://id.loc.gov/authorities/names/nb2009018042,human,"Henry Wyndham, 2nd Baron Leconfield",Q5730572
"Lee, John, 1783-1866",former owner,,http://id.loc.gov/authorities/names/n81071656,human,John Lee,Q6244369
"Lee, William",author,,http://id.loc.gov/authorities/names/n86858829,human,William Lee,Q116447028
"Leeche, John, 14th century",former owner,,,human,John Leeche,Q114242515
"Lefèvre, Raoul fl. 1460.",author,,,human,Raoul Lefèvre,Q7293752
"Legrand, Jacques ca. 1365-1415.",author,,,human,Jacques Legrand,Q56320064
Lehn of Denmark,former owner,,,human,Lehn of Denmark,Q114242516
"Léon, Michel de, 1727-1800",former owner,,,human,Michel de Léon,Q116447053
LeMare,former owner,,,human,LeMare,Q114242468
"Lempereur, Jacques",author,,,human,Jacques Lempereur,Q116172313
Leo I,author,,,human,Leo I,Q43954
"Leo III, Pope 816 (attr.",author,,,human,Leo III,Q132086
Leo of Naples,author,,,human,Leo Archpriest,Q1818805
Leo X,author,,,human,Leo X,Q49237
"Leo X, Pope, 1475-1521",author,,http://id.loc.gov/authorities/names/n50080601,human,Leo X,Q49237
"Leo, Archipresbyter, active 10th century",author,,http://id.loc.gov/authorities/names/n50080602.html,human,Leo Archpriest,Q1818805
Leon Battista Alberti,author,,,human,Leon Battista Alberti,Q182046
Leonardo Aretino,author,,,human,Leonardo Bruni,Q314488
Leonardo Bruni,author,,,human,Leonardo Bruni,Q314488
Leonardo Giustiniani,author,,,human,Leonardo Giustinian,Q3830374
Leonardo Moro,author,,,human,Leonardo Moro,Q110246797
"Leonardus, Frater, Abbot of the Holy Order of Mount Olivet",former owner,,,human,Frater Leonardus,Q114242517
Leone Ebreo,author,,,human,Judah Leon Abravanel,Q467062
"Leontius, bishop of Neapolis in Cyprus",author,,,human,Leontios of Neapolis,Q3298419
Leopold of Austria.,author,,,human,"Leopold I, Duke of Austria",Q223421
Lepelletier de Rosanbo,former owner,,,organization,Lepeletier de Rosanbo,Q114413768
"Lessi, P",artist,,,human,P. Lessi,Q116181757
"Lethe, Johannes",former owner,,,human,Johannes Lethe,Q114242518
"Leutsch, Ernst von, 1808-1887",former owner,,http://id.loc.gov/authorities/names/nr97037151,human,Ernst Ludwig von Leutsch,Q74282
"Levinson, Harry A.",former owner,,,human,Harry Levinson,Q5670578
Lewis Gould purchased from Galena Books from the Los Angeles Book Fair. Gift of Lewis Gould to the Nelson-Atkins Museum of Art in 2015 in his wife's memory.,former owner,,,human,Lewis L. Gould,Q112391468
"Lewis, Anne Baker",former owner,,,human,Anne Baker Lewis,Q114242421
"Lewis, John Frederick",former owner,,,human,John Frederick Lewis,Q78163033
