genre_as_recorded,vocab,source_authority_uri,authorized_label,structured_value,ds_qid
"Manuscripts, medieval--Italy",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy,--1300-1350",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1050-1100",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1100-1150",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1150-1200",aat,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1150-1200",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1150-1200",,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1200-1250",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1250-1300",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1300-1350",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1350-1400",aat,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1350-1400",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1400-1450",aat,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1400-1450",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1400-1450",,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, medieval--Italy--1450-1500",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1450-1500",aat,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1450-1500",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1450-1500",lsch,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1450-1500",,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1008422,Q249;Q325
"Manuscripts, Medieval--Italy--1500-1550",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Italy--1550-1600",lcsh,,"Manuscripts, Medieval;Italy",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204565,Q325;Q249
"Manuscripts, Medieval--Massachusetts--Boston",lcsh,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
"Manuscripts, Medieval--Massachusetts--England",lcsh,,"Manuscripts, Medieval;Massachusetts;England",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204307;http://id.worldcat.org/fast/1219920,Q325;Q16292;Q320
"Manuscripts, Medieval--Netherlands",lcsh,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
"Manuscripts, Medieval--Netherlands--1400-1450",lcsh,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
"Manuscripts, Medieval--Netherlands--1400-1450",,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
"Manuscripts, Medieval--Netherlands--1450-1500",aat,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
"Manuscripts, Medieval--Netherlands--1450-1500",lcsh,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
"Manuscripts, Medieval--Poland--1300-1350",lcsh,,"Manuscripts, Medieval;Poland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206891,Q325;Q4840
"Manuscripts, Medieval--Poland--1350-1400",lcsh,,"Manuscripts, Medieval;Poland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206891,Q325;Q4840
"Manuscripts, Medieval--Poland--1450-1500",lcsh,,"Manuscripts, Medieval;Poland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206891,Q325;Q4840
"Manuscripts, Medieval--Portugal--1275-1300",lcsh,,"Manuscripts, Medieval;Portugal",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208476,Q325;Q7091
"Manuscripts, Medieval--Portugal--1450-1500",lcsh,,"Manuscripts, Medieval;Portugal",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208476,Q325;Q7091
"Manuscripts, Medieval--Russia--1150-1200",lcsh,,"Manuscripts, Medieval;Russia",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1207312,Q325;Q38478
"Manuscripts, Medieval--Scotland--1350-1400",lcsh,,"Manuscripts, Medieval;Scotland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206715,Q325;Q38497
"Manuscripts, Medieval--Scotland--1400-1450",lcsh,,"Manuscripts, Medieval;Scotland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1206715,Q325;Q38497
"Manuscripts, Medieval--Spain",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain.--1450-1500",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1100-1150",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1200-1250",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1250-1300",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1300-1350",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1350-1400",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1400-1450",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1450-1500",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Spain--1500-1550",lcsh,,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
"Manuscripts, Medieval--Switzerland--1250-1300",lcsh,,"Manuscripts, Medieval;Switzerland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205401,Q325;Q4281
"Manuscripts, Medieval--Switzerland--1300-1350",lcsh,,"Manuscripts, Medieval;Switzerland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205401,Q325;Q4281
"Manuscripts, Medieval--Switzerland--1350-1400",lcsh,,"Manuscripts, Medieval;Switzerland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205401,Q325;Q4281
"Manuscripts, Medieval--Switzerland--1450-1500",lcsh,,"Manuscripts, Medieval;Switzerland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205401,Q325;Q4281
"Manuscripts, Medieval--Turkey",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--1000-1050",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--1050-1100",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--1100-1150",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--1250-1300",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--1300-1350",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Medieval--Turkey--950-1000",lcsh,,"Manuscripts, Medieval;Turkey",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1208963,Q325;Q4294
"Manuscripts, Middle French--16th century",local,,"Manuscripts, French;Sixteenth century",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1119851,Q319;Q335
"Manuscripts, Occitan",lcsh,,"Manuscripts, Occitan",http://id.worldcat.org/fast/1008450,Q8023
"Manuscripts, Oriental",openn-form/genre,,"Manuscripts, Oriental",http://id.worldcat.org/fast/1008453,Q18304
"Manuscripts, Oriental--15th century",openn-form/genre,,"Manuscripts, Oriental;Fifteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/923962,Q18304;Q154
"Manuscripts, Oriental--16th century",openn-form/genre,,"Manuscripts, Oriental;Sixteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1119851,Q18304;Q335
"Manuscripts, Oriental--17th century",openn-form/genre,,"Manuscripts, Oriental;Seventeenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1113663,Q18304;Q2771
"Manuscripts, Oriental--18th century",openn-form/genre,,"Manuscripts, Oriental;Eighteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/904058,Q18304;Q3024
"Manuscripts, Oriental--19th century",openn-form/genre,,"Manuscripts, Oriental;Nineteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1037841,Q18304;Q3538
"Manuscripts, Pali--18th century",lcsh,,"Manuscripts, Pali;Eighteenth century",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/904058,Q27278;Q3024
"Manuscripts, Pali--19th century",lcsh,,"Manuscripts, Pali;Nineteenth century",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/1037841,Q27278;Q3538
"Manuscripts, Panjabi--19th century",lcsh,,"Manuscripts, Panjabi;Nineteenth century",http://id.worldcat.org/fast/1008461;http://id.worldcat.org/fast/1037841,Q48758;Q3538
"Manuscripts, Persian",lcsh,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Manuscripts, Persian",openn-form/genre,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
"Manuscripts, Persian.--16th century",lcsh,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
"Manuscripts, Persian--13th century",lcsh,,"Manuscripts, Persian;Thirteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1150138,Q255;Q245
"Manuscripts, Persian--14th century",lcsh,,"Manuscripts, Persian;Fourteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/933420,Q255;Q295
"Manuscripts, Persian--15th century",lcsh,,"Manuscripts, Persian;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/923962,Q255;Q154
"Manuscripts, Persian--16th century",lcsh,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
"Manuscripts, Persian--16th century",local,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
"Manuscripts, Persian--17th century",lcsh,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
"Manuscripts, Persian--17th century",local,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
"Manuscripts, Persian--17th century",openn-form/genre,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
"Manuscripts, Persian--18th century",lcsh,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
"Manuscripts, Persian--18th century",local,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
"Manuscripts, Persian--18th century",openn-form/genre,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
"Manuscripts, Persian--19th century",lcsh,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Persian--19th century",local,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Persian--19th century",openn-form/genre,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Persian--20th century",lcsh,,"Manuscripts, Persian;Twentieth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1159810,Q255;Q5942
"Manuscripts, Persian--Afghanistan--Herat--15th century",lcsh,,"Manuscripts, Persian;Afghanistan--Herat;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/923962,Q255;Q48725;Q154
"Manuscripts, Persian--Afghanistan--Herāt--15th century",lcsh,,"Manuscripts, Persian;Afghanistan--Herat;Fifteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/923962,Q255;Q48725;Q154
"Manuscripts, Persian--Afghanistan--Herat--16th century",lcsh,,"Manuscripts, Persian;Afghanistan--Herat;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1215453;http://id.worldcat.org/fast/1119851,Q255;Q48725;Q335
"Manuscripts, Persian--Albania--Gjirokastër--18th century",lcsh,,"Manuscripts, Persian;Albania--Gjirokastër;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1208147;http://id.worldcat.org/fast/904058,Q255;Q48741;Q3024
"Manuscripts, Persian--Illuminations--16th century",aat,,"Manuscripts, Persian;illuminations (paintings);Sixteenth century",http://id.worldcat.org/fast/1008462;http://vocab.getty.edu/aat/300264522;http://id.worldcat.org/fast/1119851,Q255;Q225;Q335
"Manuscripts, Persian--India--16th century",lcsh,,"Manuscripts, Persian;India;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1119851,Q255;Q26595;Q335
"Manuscripts, Persian--India--17th century",lcsh,,"Manuscripts, Persian;India;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1113663,Q255;Q26595;Q2771
"Manuscripts, Persian--India--18th century",lcsh,,"Manuscripts, Persian;India;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/904058,Q255;Q26595;Q3024
"Manuscripts, Persian--India--19th century",lcsh,,"Manuscripts, Persian;India;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1037841,Q255;Q26595;Q3538
"Manuscripts, Persian--India--Bharūch (District)--19th century",lcsh,,"Manuscripts, Persian;India--Bharūch (District);Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1332290;http://id.worldcat.org/fast/1037841,Q255;Q48730;Q3538
"Manuscripts, Persian--India--Bijāpur (Karnataka)--17th century",lcsh,,"Manuscripts, Persian;India--Bijāpur (Karnataka);Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1319495;http://id.worldcat.org/fast/1113663,Q255;Q48721;Q2771
"Manuscripts, Persian--India--Calcatta--19th century",lcsh,,"Manuscripts, Persian;India--Kolkata;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1892339;http://id.worldcat.org/fast/1037841,Q255;Q48727;Q3538
"Manuscripts, Persian--India--Delhi--19th century",lcsh,,"Manuscripts, Persian;India--Delhi;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205766;http://id.worldcat.org/fast/1037841,Q255;Q48746;Q3538
"Manuscripts, Persian--India--Gujarat--19th century",lcsh,,"Manuscripts, Persian;India--Gujarat;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1213726;http://id.worldcat.org/fast/1037841,Q255;Q48729;Q3538
"Manuscripts, Persian--India--Hyderabad--18th century",lcsh,,"Manuscripts, Persian;India--Hyderabad;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1207982;http://id.worldcat.org/fast/904058,Q255;Q48718;Q3024
"Manuscripts, Persian--India--Hyderabad--19th century",lcsh,,"Manuscripts, Persian;India--Hyderabad;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1207982;http://id.worldcat.org/fast/1037841,Q255;Q48718;Q3538
"Manuscripts, Persian--India--Jammu and Kashmir--17th century",lcsh,,"Manuscripts, Persian;India--Jammu and Kashmir;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1207110;http://id.worldcat.org/fast/1113663,Q255;Q18321;Q2771
"Manuscripts, Persian--India--Lucknow--19th century",lcsh,,"Manuscripts, Persian;India--Lucknow;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1213583;http://id.worldcat.org/fast/1037841,Q255;Q48731;Q3538
"Manuscripts, Persian--India--Mandi (District)--18th century",lcsh,,"Manuscripts, Persian;India--Mandi (District);Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1331554;http://id.worldcat.org/fast/904058,Q255;Q48720;Q3024
