ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_place_label,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_vocabulary,genre,genre_label,subject_as_recorded,subject,subject_label,author_as_recorded,author_as_recorded_agr,author,author_wikidata,author_instance_of,author_label,artist_as_recorded,artist_as_recorded_agr,artist,artist_label,artist_wikidata,artist_instance_of,scribe_as_recorded,scribe_as_recorded_agr,scribe,scribe_label,scribe_wikidata,scribe_instance_of,language_as_recorded,language,language_label,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,former_owner_label,former_owner_wikidata,former_owner_instance_of,material_as_recorded,material,material_label,physical_description,note,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 026,"",,"Italy, Tuscany (?)",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7009760,Italy;Tuscany,"s. XIV(1), 1300-1350",1300^1350,14,http://vocab.getty.edu/aat/300404506,false,,"","",Breviary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Modern notes in French on added slips of paper with the monogram ""B. V."" (or E ?); gift of John C. Cebrian to UC Berkeley ca. 1912-1935. Previous call number 2MS BX2000 A3R6 1350.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-424; 150 x 116 mm.,"Unidentified, much cropped coat of arms with gold decoration, f. 13.|Contemporary foliation in red roman numerals upper center margin through f. 44.|Prayers added in later hands, ff. 423v-424.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129645.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 088,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XI(ex) / XII(i1), 1085-1150|s. XII(1), 1100-1150",1085^1150|1100^1150,11;12|12,http://vocab.getty.edu/aat/300404503;http://vocab.getty.edu/aat/300404504|http://vocab.getty.edu/aat/300404504,false,,"","",Tonary fragment|Antiphonal,"","",,,,"",,,"","","","","","",|,"","","","","",|,"","","","","",Latin,Q397,Latin,Acquired from Bernard Rosenthal in 1966 by the Bancroft Library UC Berkeley. Previous call number 2MS uncat 1966 11.33.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-5v; 190 x 258 mm. Extent: f. 6r-v; 190 x 258 mm.,"First two bifolia bound in reverse order; traces of an offset text in gothicscript visible on most leaves, suggesting use as binding material for another manuscript; leaves bound with hair sides facing flesh sides.|Includes the Office of Saint Paul.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129646.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 022,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XII(med), 1140-1160",1140^1160,12,http://vocab.getty.edu/aat/300404504,false,,"","",Hymnal,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Sir Thomas Phillipps (1792-1872), his n. 418; Joseph Martini (cat. XXVII, n. 7); bequest of James K. Moffitt to Bancroft Library UC Berkeley (1956). Previous call numbers MAR 22, t2MS BV468 H9.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-26; 120 x 80 mm.,Prayers added in later hand to f. 26r-v.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129647.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 158,"",,Spain (?),http://vocab.getty.edu/tgn/1000095,Spain,"s. XVI, 1500-1599|s. XVI (?), 1500-1599|s. XV-XVI, 1400-1599|s. XV-XVI, 1400-1599",1500^1599|1500^1599|1400^1599|1400^1599,16|16|15;16|15;16,http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510|http://vocab.getty.edu/aat/300404465;http://vocab.getty.edu/aat/300404510,false,,"","","Gradual|Antiphon, psalm, and versicle for the aspersion of holy water|Antiphonal|Gradual","","",,,,"",,,"","","","","","",|||,"","","","","",|||,"","","","","",Latin,Q397,Latin,Added notes and leaves suggest use by a Franciscan convent; acquired by the Bancroft Library UC Berkeley from Bernard Rosenthal (1991). Previous call number ff2MS M2150 1500z.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. ir-iv verso; ff. 2r-159v; 515 x 380 mm. Extent: f. 1r-v; 515 x 380 mm. Extent: Front pastedown; 515 x 380 mm. Extent: Back pastedown; 515 x 380 mm.,"First four leaves added, numbered i-iv; f. 1 from a different manuscript (see part II); medieval foliation in red roman numerals, mostly cropped.|Text and music extensively reworked throughout by erasure and marginal additons; notes on incipits in Spanish on added paper leaf, f. ivr; table of contents in Spanish on added paper leaf, f. 158r-v.|Pastedown also includes leaves from a printed edition of Giacomo Menochio, Consiliorum sive responsorum liber.|Response for the feast of Anthony.|Parts of masses for the Temporale.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129648.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 012,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XIII, 1200-1299",1200^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Bible|Interpretationes nominum hebraicorum,"","",,,,"",,,Jerome (Sophronius Eusebius Hieronymus),"","",Q44248,human,Jerome,"","","","","","","","","","","","",Latin,Q397,Latin,"W. Creswell; J. Mead Faulkner (1913); gift of James K. Moffitt to the Bancroft Library UC Berkeley 1956. Previous call numbers MAR 28, 2MS BS75 1350.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-493; 170 x 120 mm.,Epigrams on 15th century bishops of Salisbury on front and back flyleaves.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129649.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 013,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XV(1), 1400-1450",1400^1450,15,http://vocab.getty.edu/aat/300404465,false,,"","","Bible, N.T.","","",,,,"",,,"","","","","","","","","","","","","","","","","","",English,Q1860,English,Bookplate from the Gawdy Hall Library; acquired by Bancroft Library UC Berkeley with the library of Isaac Foot in 1962. Previous call number 2MS BS135.4 W9,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-224; 125 x 180 mm.,"Notes in English in a later hand on f. 1v; calendar of readings for months of March through September, ff. 222-224v.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129650.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 015,"",,England,http://vocab.getty.edu/tgn/7002445,England,"s. XVII, 1600-1699",1600^1699,17,http://vocab.getty.edu/aat/300404511,false,,"","",Biblical commentary,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",English,Q1860,English,"Sir Thomas Phillipps (1792-1872), his n. 25905; acquired by Bancroft Library UC Berkeley with the library of C. T. Ogden (1957). Previous call number 2MS BS490 C6.","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: ff. 1-114; 95 x 158 mm.,Contemporary foliation in arabic numerals right upper margin.|Index to Biblical themes ff. 112-114v.,"",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129651.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 016,"",,"Italy, Lombardy",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003237,Italy;Lombardy,"s. XII(ex), 1185-1199",1185^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",Commentary on Genesis and 1-2 Kings,"","",,,,"",,,Hugh of St. Victor (Hugo de Sancto Victore)|Isidore (Isidorus Hispalensis),"","",Q317554|Q166876,human|human,Hugh of Saint Victor|Isidore of Seville,"","","","","","","","","","","","",Latin,Q397,Latin,"Cistercian monastery of Morimondo (?) (late 12th century); Paolo Giovio (1483-1552); Joseph Martini (cat. ? after 1931, n. 12); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 23, 2MS BS1145 I8.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-144v; 240 x 160 mm.,"This manuscript listed as n. 45 in a late twelfth-early thirteenth century inventory from Morimondo; the inventory is part of a lectionary in the collection of Philip Hofer ( De Ricci, p. 1693, n. 5).|3 tipped-in partial leaves with chapter lists for text written in gothic script.|Notes on Adam and his descendants, on the 4 rivers of Paradise and on the 4 virtues, back flyleaf recto; list of the first 50 abbots of S. Maria di Acquafredda in four successive hands, back flyleaf verso.|Prayer against hail added by contemporary hand to first flyleaf.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129652.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 018,"",,France (?),http://vocab.getty.edu/tgn/1000070,France,"s. XII(1), 1100-1150",1100^1150,12,http://vocab.getty.edu/aat/300404504,false,,"","","Bible, N.T., Epistles of James, Peter, and the First Epistle of John","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Acquired from Thorpe in 1824 by Sir Thomas Phillipps, his n. 2703; sold at Sotheby's (27 April 1903, lot 144); acquired by the Bancroft Library UC Berkeley from Sotheby's (11 July 1966, lot 246). Previous call number 2MS BS2632 L15.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-24; 215 x 147 mm.,"","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129653.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 020,"",,Germany,http://vocab.getty.edu/tgn/7000084,Germany,"s. XII, 1100-1199",1100^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","","Bible, N.T., Apocrypha|Seven petitions of the Lord's Prayer","","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin,Q397,Latin,"Acquired by the Bancroft Library UC Berkeley from Sotheby's (16 July 1966, lot 250). Previous call number t2MS BS2833 L15.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-61; 144 x 108 mm.,"Includes the spurious letter from Cromatius and Heliodorus to St. Jerome and his reply, ff. 1-2v.","",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129654.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 002,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(ex), 1485-1499",1485^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Miscellany|Prologue to the Vitaspatrum Life of Macarius|Life of Moses the Ethiopian|Vita Malchi monachi captivi|Poem addressed to Jerome|Prologue to Liber questionum hebraicarum in Genesim|Vita S. Pauli primi eremitae,"","",,,,"",,,Augustine (Aurelius Augustinus)|Jerome (Sophronius Eusebius Hieronymus)|Battista Malatesta|Jerome (Sophronius Eusebius Hieronymus)|Jerome (Sophronius Eusebius Hieronymus),"","",Q8018|Q44248|Q4869934|Q44248|Q44248,human|human|human|human|human,Augustine of Hippo|Jerome|Battista Malatesta|Jerome|Jerome,"Cristoforo Cortese, style of","","","","","","","","","","","",Latin|Italian,Q397|Q652,Latin|Italian,"Sir Thomas Brooke (1830-1908); bequest of James K. Moffitt to Bancroft Library UC Berkeley 1956. Previous call numbers MAR 39, 2MS B665 D2.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-100; 200 x 136 mm.,"Armorial bookplate of Sir Thomas Brooke on front pastedown.|Table of contents for codex added in contemporary noting hand to f. i verso; texts annotated in one 15th-century hand.|Includes De beata vita De ordine Book 2; sermon 129, ""De Calendis Januariis""; and sermon 278, ""De Auguriis.""",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129655.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 004,"",,"Italy, Lombardy|Italy",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003237|http://vocab.getty.edu/tgn/1000080,Italy;Lombardy|Italy,"s. XIII(ex), 1298-1298|s. XIII(ex), 1285-1299",1298^1298|1285^1299,13|13,http://vocab.getty.edu/aat/300404505|http://vocab.getty.edu/aat/300404505,true,,"","",Sermons for the temporale|Sermons for the temporale,"","",,,,"",,,Thomas Aquinas (Thomas de Aquino),"","",Q9438,human,Thomas Aquinas,|,"","","","","",|,"","","","","",Latin,Q397,Latin,"Cistercian monastery of Morimondo (1298) (first part only); Count Francesco Giovio of Como (1796-1873); Joseph Martini of Lugano (catalogue XXVII, n. 2); bequest of James K. Moffit to Bancroft Library UC Berkeley (1956). Formerly MAR 26, 2MS B765 T5S3.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-79v; 225 x 148 mm. Extent: ff. 80-136; 225 x 148 mm.,"Some openings numbered in both roman and arabic numerals with verso side labeled ""a"" and recto ""b."" Quires 6-8 palimpsest.|Anonymous sermon, f. 79r-v; warning against the perils of dancing ladies added, f.i.|Parts 1 and 2 annotated by the same person who also copied the text on the perils of dance on f. 1.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129656.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 006,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XII(ex), 1185-1199",1185^1199,12,http://vocab.getty.edu/aat/300404504,false,,"","",De claustro animae,"","",,,,"",,,Hugh of Fouilloy (Hugo de Folieto),"","",Q5631,human,Hugh of Fouilloy,"","","","","","","","","","","","",Latin,Q397,Latin,Cistercian monastery of Morimondo (late 12th century) (?); Paolo Giovio (1483-1552); Joseph Martini (1930-38 catalogues); bequest of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call number 2MS BL624 H8.,"","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-114; 180 x 120 mm.,"This manuscript listed as n. 44 in a late twelfth-early thirteenth century inventory from Morimondo; the inventory is part of a lectionary in the collection of Philip Hofer ( De Ricci, p. 1693, n. 5).|Quires signed in roman numerals in the center of the lower margin of the last leaf verso.|Latin proverbs and liturgical instructions by Hildebert of Le Mans, Pseudo Hildebert of Le Mans, Marbod of Rennes, f. 113.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129657.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 009,"",,"Italy, Campania",http://vocab.getty.edu/tgn/1000080;http://vocab.getty.edu/tgn/7003005,Italy;Campania,"s. XV(3/4), 1474-1474",1474^1474,15,http://vocab.getty.edu/aat/300404465,false,,"","",Vitaspatrum,"","",,,,"",,,Jerome (Sophronius Eusebius Hieronymus),"","",Q44248,human,Jerome,Cola Rapicano,"","","","","",Andreuccio della Monaca of Cava dei Tirreni,"","","","","",Italian,Q652,Italian,"Giovannella Caracciolo, Duchess of Termoli (1474); George Folliott; his sale, Sotheby's (May 12, 1930, lot 80) to Quaritch; gift of James K. Moffitt to the Bancroft Library UC Berkeley (1956). Previous call numbers MAR 40, f2MS BR1705 A2H6.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1-259; 316 x 218 mm.,"Offset image of Caracciolo coat of arms (?) on f.1v; the coat of arms itself is no longer present.|The original full decorated border of f. 1 has been excised, and the written area of f. 1 has been mounted in a window created from the front flyleaf.","Information for this description provided by C. W. Dutschke. We thank Dr. Consuelo W. Dutschke for the identification of the artist, and thus the payment records and first owner of this manuscript.",2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129658.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 014,"",,France,http://vocab.getty.edu/tgn/1000070,France,"s. XIII(2), 1250-1299",1250^1299,13,http://vocab.getty.edu/aat/300404505,false,,"","",Postilla in libro Ecclesiastico,"","",,,,"",,,Hugh of St. Cher (Hugo de Sancto Caro),"","",Q1365254,human,Hugh of Saint-Cher,"","","","","","","","","","","","",Latin,Q397,Latin,"Marchese Linterno (n. 26); Visconti di Modrone (d. 1836); Bruschetti (1836); Schiepatti (1865); Arrigoni (1883); Rosenthal; his sale, Sotheby's (1899) to Tyke; acquired by Moffitt from Martini (cat. 26, n. 10) ; TBL (1956). Formerly MAR 27, 2MS BS485 S2.","","","","","",parchment,http://vocab.getty.edu/aat/300011851,parchment,Extent: ff. 1r-104v; 325 x 215 mm.,"Wrongly said to have been part of Petrarch's library in Milan; engravings on pastedowns, front flyleaf are part of this improvised Petrarchan provenance.|f. i a palimpsest over 2-column text in an Italian hand.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129659.xml
,,,digital-scriptorium,Q168756,"University of California, Berkeley","",BANC MS UCB 023,"",,Italy,http://vocab.getty.edu/tgn/1000080,Italy,"s. XV(3/4), 1450-1475",1450^1475,15,http://vocab.getty.edu/aat/300404465,false,,"","",Devotional miscellany,"","",,,,"",,,"","","","","","","","","","","","","","","","","","",Latin; Italian,Q652;Q397,Italian;Latin,"""Philippi Monti,"" f. 1; Cardinal Domenico Passionei (1682-1761); Sidney Graves Hamilton (1855-1916); his sale, Sotheby's (25 July 1917, lot 10) to Dobell. Date of acquisition by Bancroft Library UC Berkeley unrecorded. Formerly t2MS BX885 B6.","","","","","",paper,http://vocab.getty.edu/aat/300014109,paper,Extent: ff. 1-136v; 145 x 105 mm.,"Written in a number of hands and levels of formality.|Complete works, excerpts, and short quotations, including exempla, an annal of important events since pre-christian times, and a recipe in Italian for cough syrup.",Information for this description provided by C. W. Dutschke.,2022-09-16T16:08:10-04:00,2021-10-01,/Users/emeryr/code/upenn-libraries/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/ucb/mets/cubanc_50_1_00129660.xml
