title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label
Kitāb al-milal wa-al-niḥal /,كتاب الملل والنحل /,Milal wa-al-niḥal,ملل والنحل,Milal wa-al-niḥal
Kitāb al-Miṣbāḥ ... etc,كتاب المصباح ... الخ.,,,Kitāb al-Miṣbāḥ
Kitāb al-Miṣbāḥ ... etc,كتاب المصباح ... الخ.,,,Kitāb al-Miṣbāḥ
Kitāb al-Miṣbāḥ wa-nuzʹhat al-arwāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-falsafīyah wa al-natījah al-ʻalīyah,كتاب المصباح ونزهة الارواح في علم المفتاح في الحكمة الالاهية والصناعة الفلسفية و النتيجة العلية.,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah,مصباح في علم المفتاح في الحكمة الالاهية والصناعة الحكمية,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah
Kitāb al-Miṣbāḥ wa-nuzʹhat al-arwāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-falsafīyah wa al-natījah al-ʻalīyah,كتاب المصباح ونزهة الارواح في علم المفتاح في الحكمة الالاهية والصناعة الفلسفية و النتيجة العلية.,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah,مصباح في علم المفتاح في الحكمة الالاهية والصناعة الحكمية,Miṣbāḥ fī ʻilm al-miftāḥ fī al-ḥikmah al-Ilāhīyah wa-al-ṣināʻah al-ḥikmīyah
Kitāb al-Mubhij ... etc,كتاب المبهج ... الخ.,,,Kitāb al-Mubhij
Kitāb al-Mubhij ... etc,كتاب المبهج ... الخ.,,,Kitāb al-Mubhij
Kitāb al-Mukhtār,كتاب المختار,Mukhtār lil-fatwá,مختار للفتوى,Mukhtār lil-fatwá
Kitāb al-Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār,کتاب المختار في محاسن الاشعار ونوادر الاخبار.,Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār,مختار في محاسن الاشعار ونوادر الاخبار,Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār
Kitāb al-Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār,کتاب المختار في محاسن الاشعار ونوادر الاخبار.,Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār,مختار في محاسن الاشعار ونوادر الاخبار,Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār
Kitāb al-Munqidh min al-halakah fī dafʻ al-samāʼīyah al-muhlikah /,كتاب المنقذ من الهلكة في دفع السمائية المهلكة /,Munqidh min al-halakah fī dafʻ maḍārr al-sumūm al-muhlikah.,منقذ من الهلکة في دفع مضار السموم المهلکة.,Munqidh min al-halakah fī dafʻ maḍārr al-sumūm al-muhlikah
Kitāb al-Munqidh min al-halakah fī dafʻ al-samāʼīyah al-muhlikah /,كتاب المنقذ من الهلكة في دفع السمائية المهلكة /,Munqidh min al-halakah fī dafʻ maḍārr al-sumūm al-muhlikah.,منقذ من الهلکة في دفع مضار السموم المهلکة.,Munqidh min al-halakah fī dafʻ maḍārr al-sumūm al-muhlikah
Kitāb al-mutawassiṭāt,كتاب المتوسطات.,,,Kitāb al-mutawassiṭāt
Kitāb al-Muwashshaḥah fī ʻilm al-ʻArabīyah /,كتاب الموشحة في علم العربية /,Muwashshaḥah fī al-naḥw,موشحة في النحو,Muwashshaḥah fī al-naḥw
Kitāb al-Muwashshaḥah fī ʻilm al-ʻArabīyah /,كتاب الموشحة في علم العربية /,Muwashshaḥah fī al-naḥw,موشحة في النحو,Muwashshaḥah fī al-naḥw
Kitāb al-Nabḍ al-ṣaghīr li-Jālīnūs wa-sharḥi-hi li-Abī al-Faraj ibn al-qaff al-masīḥī,كتاب النبض الصغير لجالينوس وشرحه لابي الفرج بن القف المسيحي,Tafsīr Kitāb al-Nabḍ al-ṣaghīr,تفسير كتاب النبض الصغير,Tafsīr Kitāb al-Nabḍ al-ṣaghīr
Kitāb al-Nabḍ al-ṣaghīr li-Jālīnūs wa-sharḥi-hi li-Abī al-Faraj ibn al-qaff al-masīḥī,كتاب النبض الصغير لجالينوس وشرحه لابي الفرج بن القف المسيحي,Tafsīr Kitāb al-Nabḍ al-ṣaghīr,تفسير كتاب النبض الصغير,Tafsīr Kitāb al-Nabḍ al-ṣaghīr
Kitāb al-Nāsikh wa-al-mansūkh ... etc,كتاب الناسخ والمنسوخ ... الخ.,,,Kitāb al-Nāsikh wa-al-mansūkh
Kitāb al-Nāsikh wa-al-mansūkh fī al-ḥadīth,کتاب الناسخ والمنسوخ في الحديث.,Nāsikh wa-al-mansūkh fī al-ḥadīth.,ناسخ والمنسوخ في الحديث.,Nāsikh wa-al-mansūkh fī al-ḥadīth
Kitāb al-Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah,"كتاب النوافح العطرية واللواقح الفطرية المشتملة على النفحات السرية ومدائح
				خير البرية","Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá
				al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah","نوافح العطرية واللواقح الفطرية المشتملة على النفحات السرية ومدائح خير
				البرية",Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah
Kitāb al-Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah,"كتاب النوافح العطرية واللواقح الفطرية المشتملة على النفحات السرية ومدائح
				خير البرية","Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá
				al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah","نوافح العطرية واللواقح الفطرية المشتملة على النفحات السرية ومدائح خير
				البرية",Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah
Kitāb al-Nukat al-wafīyāt fī aḥkām al-ḥummayāt /,كتاب النكة الوفيات في احكام الحميات /,Nukat al-wafīyāt fī aḥkām al-ḥummayāt.,نکت الوفيات في احکام الحميات,Nukat al-wafīyāt fī aḥkām al-ḥummayāt
Kitāb al-Nukat al-wafīyāt fī aḥkām al-ḥummayāt /,كتاب النكة الوفيات في احكام الحميات /,Nukat al-wafīyāt fī aḥkām al-ḥummayāt.,نکت الوفيات في احکام الحميات,Nukat al-wafīyāt fī aḥkām al-ḥummayāt
Kitāb al-Nuqāyah ... etc,كتاب النقاية ... الخ.,,,Nuqāyah
Kitāb al-Nuqāyah ... etc,كتاب النقاية ... الخ.,,,Nuqāyah
Kitāb al-Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj /,كتاب النور الوهاج في الكلام على الاسراء والمعراج /,Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj.,نور الوهاج في الکلام على الاسراء والمعراج.,Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj
Kitāb al-Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj /,كتاب النور الوهاج في الكلام على الاسراء والمعراج /,Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj.,نور الوهاج في الکلام على الاسراء والمعراج.,Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj
Kitāb al-qānūn fī ʻilm al-ṭibb,كتاب القانون في علم الطب.,Qānūn fī al-ṭibb.,قانون في الطب.,Qānūn fī al-ṭibb
Kitāb al-Qawl al-kāfī bi-sharḥ al-Kāfī /,كتاب القول الكافي بشرح الكافي /,Qawl al-wāfī bi-sharḥ al-Kāfī,قول الوافي بشرح الكافي,Qawl al-wāfī bi-sharḥ al-Kāfī
Kitāb al-Qawl al-kāfī bi-sharḥ al-Kāfī /,كتاب القول الكافي بشرح الكافي /,Qawl al-wāfī bi-sharḥ al-Kāfī,قول الوافي بشرح الكافي,Qawl al-wāfī bi-sharḥ al-Kāfī
Kitāb al-qawl al-mubdiʻ fī sharḥ al-Muqniʻ,كتاب القول المبدع في شرح المقنع.,,,Kitāb al-qawl al-mubdiʻ fī sharḥ al-Muqniʻ
Kitāb al-Qawl al-mubdiʻ fī sharḥ al-Muqniʻ ... etc,كتاب القول المبدع في شرح المقنع ... الخ.,,,Qawl al-mubdiʻ fī sharḥ al-Muqniʻ
Kitāb al-Qawl al-mubdiʻ fī sharḥ al-Muqniʻ ... etc,كتاب القول المبدع في شرح المقنع ... الخ.,,,Qawl al-mubdiʻ fī sharḥ al-Muqniʻ
Kitāb al-Qūt bi-sharḥ al-Yāqūt fī faḍl shahr Ramaḍān /,كتاب القوت بشرح الياقوت في فضل شهر رمضان /,Qūt bi-sharḥ al-Yāqūt,قوت بشرح الياقوت,Qūt bi-sharḥ al-Yāqūt
Kitāb al-Qūt bi-sharḥ al-Yāqūt fī faḍl shahr Ramaḍān /,كتاب القوت بشرح الياقوت في فضل شهر رمضان /,Qūt bi-sharḥ al-Yāqūt,قوت بشرح الياقوت,Qūt bi-sharḥ al-Yāqūt
Kitāb al-Raḥmah fī al-ṭibb wa-al-ḥikmah,کتاب الرحمة في الطب والحکمة.,Raḥmah fī al-ṭibb wa-al-ḥikmah,رحمة في الطب والحكمة,Raḥmah fī al-ṭibb wa-al-ḥikmah
Kitāb al-Raḥmah fī al-ṭibb wa-al-ḥikmah,کتاب الرحمة في الطب والحکمة.,Raḥmah fī al-ṭibb wa-al-ḥikmah,رحمة في الطب والحكمة,Raḥmah fī al-ṭibb wa-al-ḥikmah
Kitāb al-Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah,کتاب الرياض الانيقة في النکات والاشعار الرقيقة.,Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah,رياض الانيقة في النكات والاشعار الرقيقة,Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah
Kitāb al-Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah,کتاب الرياض الانيقة في النکات والاشعار الرقيقة.,Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah,رياض الانيقة في النكات والاشعار الرقيقة,Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah
Kitāb al-Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt al-nabawīyāt /,كتاب الرياضات الزاهرات في الغزوات والسرايات النبويات /,"Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt
				al-nabawīyāt.",رياضيات الزاهرات في الغزوات والسرايات النبويات.,Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt al-nabawīyāt
Kitāb al-Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt al-nabawīyāt /,كتاب الرياضات الزاهرات في الغزوات والسرايات النبويات /,"Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt
				al-nabawīyāt.",رياضيات الزاهرات في الغزوات والسرايات النبويات.,Riyāḍāt al-zāhirāt fī al-ghazawāt wa-al-sarāyāt al-nabawīyāt
Kitāb al-Sāmī fī al-asāmī /,كتاب السامى في الاسامي /,Sāmi fī al-asāmī,سامي في الاسامي,Sāmi fī al-asāmī
Kitāb al-Sāmī fī al-asāmī /,كتاب السامى في الاسامي /,Sāmi fī al-asāmī,سامي في الاسامي,Sāmi fī al-asāmī
Kitāb al-Shāfī fī sharḥ Musnad al-Shāfiʻī /,كتاب الشافي في شرح مسند الشافعي /,,,Kitāb al-Shāfī fī sharḥ Musnad al-Shāfiʻī
Kitāb al-Shāfiyah lil-ṣarf ... etc,كتاب الشافية للصرف ... الخ.,,,Kitāb lil-ṣarf
Kitāb al-Shāfiyah lil-ṣarf ... etc,كتاب الشافية للصرف ... الخ.,,,Kitāb lil-ṣarf
Kitāb al-Shamāyil fī al-aḥādīth al-Nabawīyah /,كتاب الشمايل في الاحاديث النبوية /,Shamāʼil,شمائل,Shamāʼil
Kitāb al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá,كتاب الشفا بتعريف حقوق المصطفى.,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá,شفا بتعريف حقوق المصطفى,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá
Kitāb al-Shifā bi-taʻrīf ḥuqūq al-Muṣṭafá,كتاب الشفا بتعريف حقوق المصطفى.,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá,شفا بتعريف حقوق المصطفى,Shifāʼ fī taʻrīf ḥuqūq al-Muṣṭafá
Kitāb al-Shifāʼī bi-badīʻ al-iktifā /,كتاب الشفائي ببديع الاكتفا /,Shifāʼ fī badīʻ al-iktifāʼ.,شفاء في بديع الاکتفاء.,Shifāʼ fī badīʻ al-iktifāʼ
Kitāb al-Shifāʼī bi-badīʻ al-iktifā /,كتاب الشفائي ببديع الاكتفا /,Shifāʼ fī badīʻ al-iktifāʼ.,شفاء في بديع الاکتفاء.,Shifāʼ fī badīʻ al-iktifāʼ
Kitāb al-Shukr wa-mā ruwiya fīh /,كتاب الشكر وما روي فيه /,Kitāb al-Shukr,کتاب الشکر,Kitāb al-Shukr
Kitāb al-Siyāsah al-sharʻīyah al-musammá tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,كتاب السياسة الشرعية المسمى تسهيل النظر وتعجيل الظفر.,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,تسهيل النظر وتعجيل الظفر,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar
Kitāb al-Siyāsah al-sharʻīyah al-musammá tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,كتاب السياسة الشرعية المسمى تسهيل النظر وتعجيل الظفر.,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,تسهيل النظر وتعجيل الظفر,Tasʹhīl al-naẓar wa-taʻjīl al-ẓafar
Kitāb al-Siyāsah fī maʻrifat al-riyāsah al-maʻrūf bi-Sirr al-asrār ... etc,كتاب السياسة في معرفة الرياسة المعروف بسر الاسرار ... الخ.,,,Siyāsah fī maʻrifat al-riyāsah al-maʻrūf bi-Sirr al-asrār
Kitāb al-Siyāsah fī maʻrifat al-riyāsah al-maʻrūf bi-Sirr al-asrār ... etc,كتاب السياسة في معرفة الرياسة المعروف بسر الاسرار ... الخ.,,,Siyāsah fī maʻrifat al-riyāsah al-maʻrūf bi-Sirr al-asrār
Kitāb al-Siyāsah fī tadbīr al-riyāsah,كتاب السياسة في تدبير الرياسة.,Secretum secretorum.,,Secretum secretorum
Kitāb al-Siyāsah fī tadbīr al-riyāsah,كتاب السياسة في تدبير الرياسة.,Secretum secretorum.,,Secretum secretorum
Kitāb al-Tabṣirah wa-al-tadhkirah fī ʻilm al-ḥadīth /,كتاب التبصرة والتذكرة في علم الحديث /,Alfīyat al-ʻIrāqī,الفية العراقي,Alfīyat al-ʻIrāqī
Kitāb al-Tamthīl wa-al-muḥāḍarah,کتاب التمثيل والمحاضرة.,Tamthīl wa-al-muḥāḍarah,تمثيل والمحاضرة,Tamthīl wa-al-muḥāḍarah
Kitāb al-Tamthīl wa-al-muḥāḍarah,کتاب التمثيل والمحاضرة.,Tamthīl wa-al-muḥāḍarah,تمثيل والمحاضرة,Tamthīl wa-al-muḥāḍarah
Kitāb al-Taqrīb wa-al-taysīr li-maʻrifat sunan al-bashīr al-nadhīr fī ʻilm al-ḥadīth /,كتاب التقريب والتيسير لمعرفة سنن البشير النذير في علم الحديث /,"Taqrīb wa-al-taysīr li-maʻrifat sunan al-bashīr al-nadhīr fī ʻilm
				al-ḥadīth",تقريب والتيسير لمعرفة سنن البشير النذير في علم الحديث,Taqrīb wa-al-taysīr li-maʻrifat sunan al-bashīr al-nadhīr fī ʻilm al-ḥadīth
Kitāb al-tārīkh mimmā taqaddama ʻan al-ābāʼ,كتاب التاريخ مما تقدم عن الاباء.,,,Kitāb al-tārīkh mimmā taqaddama ʻan al-ābāʼ
Kitāb al-tārīkh mimmā taqaddama ʻan al-ābāʼ],كتاب التاريخ مما تقدم عن الاباء.,,,Kitāb al-tārīkh mimmā taqaddama ʻan al-ābāʼ
Kitāb al-Taysīr fī ʻilm al-qirāʼāt,كتاب التيسير في علم القراءات.,,,Kitāb al-Taysīr fī ʻilm al-qirāʼāt
Kitāb al-Taysīr fī ʻilm al-qirāʼāt,كتاب التيسير في علم القراءات.,,,Kitāb al-Taysīr fī ʻilm al-qirāʼāt
Kitāb al-Tibyān fī ādāb ḥamalat al-Qurʼān /,كتاب التبيان في آداب حملة القرآن /,Tibyān fī ādāb ḥamalat al-Qurʼān,تبيان في آداب حملة القرآن,Tibyān fī ādāb ḥamalat al-Qurʼān
Kitāb al-Tibyān fī ādāb ḥamalat al-Qurʼān /,كتاب التبيان في آداب حملة القرآن /,Tibyān fī ādāb ḥamalat al-Qurʼān,تبيان في آداب حملة القرآن,Tibyān fī ādāb ḥamalat al-Qurʼān
Kitāb al-Tibyān fī mā ḥalla min maʼkūl al-ḥayawān /,كتاب التبيان في ما حل من مأكول الحيوان /,Tibyān li-mā yaḥullu wa-yaḥrumu min al-ḥayawān,تبيان لما يحل ويحرم من الحيوان,Tibyān li-mā yaḥullu wa-yaḥrumu min al-ḥayawān
Kitāb al-ukar,كتاب الاكر.,De sphaericis.,,De sphaericis
Kitāb al-ukar,كتاب الاكر.,De sphaericis.,,De sphaericis
Kitāb al-Wāfiyah fī sharḥ al-Kāfiyah /,كتاب الوافية في شرح الكافية /,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah,كشف الوافية في شرح الكافية,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah
Kitāb al-Wāfiyah fī sharḥ al-Kāfiyah /,كتاب الوافية في شرح الكافية /,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah,كشف الوافية في شرح الكافية,Kashf al-Wāfiyah fī sharḥ al-Kāfiyah
