title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,authorized_label_add,authorized_label_add2
Saṃkṣiptagosahasrapaddhati,संक्षिप्तगोसहस्रपद्धति,,,,,Saṃkṣiptagosahasrapaddhati
Saṃkṣiptasāra,সংক্ষিপ্তসার,,,,,Saṃkṣiptasāra
Saṃkṣiptasāraṭīkā,সংক্ষিপ্তসারটীকা,,,,,Saṃkṣiptasāraṭīkā
Saṃkṣiptavedānta śāstraprakriya,संक्षिप्तवेदान्त शास्त्रप्रक्रिय,,,,,Saṃkṣiptavedānta śāstraprakriya
Saṃnyāsagrahaṇavidhi,संन्यासग्रहणविधि,,,,,Saṃnyāsagrahaṇavidhi
Saṃnyāsapaddhati,संन्यासपद्धति,,,,,Saṃnyāsapaddhati
Saṃnyāsādīpikā,संन्यासादीपिका,,,,,Saṃnyāsādīpikā
Saṃskāranirṇaya,संस्कारनिर्णय,,,,,Saṃskāranirṇaya
Saṃskāraprakaraṇa,संस्कारप्रकरण,,,,,Saṃskāraprakaraṇa
Saṃskārendu,संस्कारेन्दु,,,,,Saṃskārendu
Saṃtānagopālamantravidhi,संतानगोपालमन्त्रविधि,Saṃskāraratnamālā,,,Saṃskāraratnamālā,
Saṃvarttapraṇīta,संवर्त्तप्रणीत,,,,,Saṃvarttapraṇīta
Saṃvatsaranāmaparijñāna,संवत्सरनामपरिज्ञान,,,,,Saṃvatsaranāmaparijñāna
Saṃvatsaraphala,संवत्सरफल,,,,,Saṃvatsaraphala
Saṅghayaṇasūtra,सङ्घयणसूत्र,,,,,Saṅghayaṇasūtra
Saṅketakaumudi bhāvaprakaraṇa,सङ्केतकौमुदि भावप्रकरण,,,,,Saṅketakaumudi bhāvaprakaraṇa
Saṅkṣepaśārīraka,संक्षेपशारीरक,,,,,Saṅkṣepaśārīraka
Siddhasiddhāntapaddhati,सिद्धसिद्धान्तपद्धति,,,,,Siddhasiddhāntapaddhati
Siddhigaṇeśapūjana,सिद्धिगणेशपूजन,Puranas,,,Puranas,
Siddhivināyakavratakathā,सिद्धिविनायकव्रतकथा,Puranas,,,Puranas,
Siddhāntabindu,सिद्धान्तबिन्दु,,,,,Siddhāntabindu
Siddhāntabindulaghuvyākhyā,सिद्धान्तबिन्दुलघुव्याख्या,,,,,Siddhāntabindulaghuvyākhyā
Siddhāntabinduṭīkā,सिद्धान्तबिन्दुटीका,Laghuvyākhyā,,,Laghuvyākhyā,
Siddhāntakaumudī,सिद्धान्तकौमुदी,Siddhāntakaumudī,,,Siddhāntakaumudī,
Siddhāntakaumudī,सिद्धान्तकौमुदी,,,,,Siddhāntakaumudī
Siddhāntakaumudī kṛdanta manoramā,सिद्धान्तकौमुदी कृदन्त मनोरमा,,,,,Siddhāntakaumudī kṛdanta manoramā
Siddhāntakaumudī vaidikīprakaraṇa,सिद्धान्तकौमुदी वैदिकीप्रकरण,,,,,Siddhāntakaumudī vaidikīprakaraṇa
Siddhāntakaumudīvyākhyā subodhinī,सिद्धान्तकौमुदीव्याख्या सुबोधिनी,,,,,Siddhāntakaumudīvyākhyā subodhinī
Siddhāntalakṣaṇa,सिद्धान्तलक्षण,Gādādharī,,,Gādādharī,
Siddhāntalakṣaṇa,सिद्धान्तलक्षण,Jāgadīśī,,,Jāgadīśī,
Siddhāntalakṣaṇakroḍa,सिद्धान्तलक्षणक्रोड,,,,,Siddhāntalakṣaṇakroḍa
Siddhāntalakṣaṇakroḍapattra,सिद्धान्तलक्षणक्रोडपत्त्र,Jāgādīśī,,,Jāgādīśī,
Siddhāntamañjarī,सिद्धान्तमञ्जरी,,,,,Siddhāntamañjarī
Siddhāntamañjarīdīpikā,सिद्धान्तमञ्जरीदीपिका,,,,,Siddhāntamañjarīdīpikā
SiddhāntamuktāvalĪ,सिद्धान्तमुक्तावली,,,,,SiddhāntamuktāvalĪ
Siddhāntamuktāvalī,सिद्धान्तमुक्तावली,,,,,Siddhāntamuktāvalī
Siddhāntaratnamālā,सिद्धान्तरत्नमाला,,,,,Siddhāntaratnamālā
Siddhāntaratnākara,सिद्धान्तरत्नाकर,,,,,Siddhāntaratnākara
Sinhalese life of Jesus Christ,,,,,,Sinhalese life of Jesus Christ
Sinhalese protective charm yantras,,,,,,Sinhalese protective charm yantras
Six early upaniṣads,,,,,,Six early upaniṣads
Smārtahoma,स्मार्तहोम,,,,,Smārtahoma
Smārtaprāyaścitta,स्मार्तप्रायश्चित्त,,,,,Smārtaprāyaścitta
Smārtavyavasthārṇava,স্মার্তৱ্যৱস্থার্ণৱ,,,,,Smārtavyavasthārṇava
Smṛtikaumudī,,,,,,Smṛtikaumudī
Smṛtikaustubha,स्मृतिकौस्तुभ,,,,,Smṛtikaustubha
Smṛtisārasaṃgraha,स्मृतिसारसंग्रह,,,,,Smṛtisārasaṃgraha
Somasambandhibrahmatva,सोमसम्बन्धिब्रह्मत्व,,,,,Somasambandhibrahmatva
Somasaṃsthāpaddhati,सोमसंस्थापद्धति,,,,,Somasaṃsthāpaddhati
Somavatīpūjā,सोमवतीपूजा,,,,,Somavatīpūjā
Somavāravrata,सोमवारव्रत,Puranas,,,Puranas,
Somotpatti,सोमोत्पत्ति,,,,,Somotpatti
Sopānapañcakastotra,सोपानपञ्चकस्तोत्र,,,,,Sopānapañcakastotra
Spandakārikā,,Spandakārikā,,,Spandakārikā,
Spandavivṛti,,Spandavivṛtti,,,Spandavivṛtti,
Spaṣṭakālabīja,स्पष्टकालबीज,,,,,Spaṣṭakālabīja
Stavarāja,स्तवराज,Puranas,,,Puranas,
Sthālīpāka,स्थालीपाक,,,,,Sthālīpāka
Sthālīpāka iṣṭiprāyaścitta,स्थालीपाक इष्टिप्रायश्चित्त,,,,,Sthālīpāka iṣṭiprāyaścitta
Sthālīpākamantra,स्थालीपाकमन्त्र,,,,,Sthālīpākamantra
Sthālīpākaprayoga,स्थालीपाकप्रयोग,,,,,Sthālīpākaprayoga
Sthāvaraliṅgapūjā,स्थावरलिङ्गपूजा,,,,,Sthāvaraliṅgapūjā
Strījātaka,स्त्रीजातक,,,,,Strījātaka
Strīśūdratīrthavidhi,श्त्रीशूद्रतीर्थविधि,,,,,Strīśūdratīrthavidhi
"Student's copy book, grammar",,,,,,"Student's copy book, grammar"
Subarthavicāra,सुबर्थविचार,,,,,Subarthavicāra
Subhāṣita,सुभाषित,,,,,Subhāṣita
Subhāṣitasuradruma,सुभाषितसुरद्रुम,,,,,Subhāṣitasuradruma
Subodhinī,सुबोधिनी,,,,,Subodhinī
Subodhinīgītāsaṭippanasyapustakaṃ [...,सुबोधिनीगीतासटिप्पनस्यपुस्तकं,Bhagavadgītā,भगवद्गीता,,Bhagavadgītā,
Subodhinīvajrasūcī,सुबोधिनीवज्रसूची,,,,,Subodhinīvajrasūcī
Sudarśanasaṃhitā,सुदर्शनसंहिता,,,,,Sudarśanasaṃhitā
Sumukhatattvacandrikā,,,,,,Sumukhatattvacandrikā
Sumukhīmātaṃgīkavaca,सुमुखीमातंगीकवच,Tantras,,,Tantras,
Sundarakāṇḍa,सुन्दरकाण्ड,Rāmāyaṇa,,,Rāmāyaṇa,
Sundarakāṇḍa,सुन्दरकाण्ड,Puranas,,,Puranas,
Sundaryalaharī,सौन्दर्यलहरी,,,,,Sundaryalaharī
Svapnādhyāya,स्वप्नाध्याय,,,,,Svapnādhyāya
Svapnādhyāyastotra,स्वप्नाध्यायस्तोत्र,,,,,Svapnādhyāyastotra
Svaprakāśarahasya,स्वप्रकाशरहस्य,Māthurī,,,Māthurī,
Svaprakāśātmaviveka,स्वप्रकाशात्मविवेक,Pañcadaśī,,,Pañcadaśī,
Svaraprakaraṇa,स्वरप्रकरण,Siddhāntakaumudī,,,Siddhāntakaumudī,
Svarūpanirūpaṇa,स्वरूपनिरूपण,Vākyavr̥tti,,,Vākyavr̥tti,
Svarūpaprakaraṇa,स्वरूपप्रकरण,,,,,Svarūpaprakaraṇa
Sveṣṭanityajapavidhi,स्वेष्टनित्यजपविधि,,,,,Sveṣṭanityajapavidhi
Svānubhavākhyāprakaraṇa,स्वानुभवाख्याप्रकरण,Svānubhavādarśa,,,Svānubhavādarśa,
Svātmabodhaprakaraṇa,स्वात्मबोधप्रकरण,Ātmabodha,,,Ātmabodha,
Svātmānandaprakārya,स्वात्मानन्दप्रकार्य,,,,,Svātmānandaprakārya
Svātmānandaprakāśa,स्वात्मानन्दप्रकाश,,,,,Svātmānandaprakāśa
Syamantakopākhyāna,स्यमन्तकोपाख्यान,Puranas,,,Puranas,
Sābhyābharaṇa,साभ्याभरण,,,,,Sābhyābharaṇa
Sāhityadarpaṇa,साहित्यदर्पण,,,,,Sāhityadarpaṇa
Sāmanyanirukti,सामन्यनिरुक्ति,Gādādharī,,,Gādādharī,
Sāmudrika,सामुद्रिक,,,,,Sāmudrika
Sāmānyakroḍapattra,सामान्यक्रोडपत्त्र,,,,,Sāmānyakroḍapattra
Sāmānyakroḍapattra,सामान्यक्रोडपत्त्र,Tattvacintāmaṇi,,,Tattvacintāmaṇi,
Sāmānyanirūpaṇa,सामान्यनिरूपण,Gādādharī,,,Gādādharī,
Sāmānyapraghaṭṭaka,सामान्यप्रघट्टक,Tristhalīsetu,,,Tristhalīsetu,
Sāmānyapūjā,सामान्यपूजा,,,,,Sāmānyapūjā
Sāmānyapūjāvidhi,सामान्यपूजाविधि,Vratārka,,,Vratārka,
Sāpiṇḍyanirṇaya,सापिण्ड्यनिर्णय,Dharmasindu,,,Dharmasindu,
Sārakaumudī,सारकौमुदी,,,,,Sārakaumudī
Sārasaṃgraha,सारसंग्रह,,,,,Sārasaṃgraha
Sārasvatīsūtra,सारस्वतीसूत्र,,,,,Sārasvatīsūtra
Sāriṇī,सारिणी,,,,,Sāriṇī
Sārīrakamīmāṅsāsūtra,शारीरकमीमाङ्सासूत्र,Brahmasūtra,,,Brahmasūtra,
Sāvitrakāṭhakacayanaprayoga,सावित्रकाठकचयनप्रयोग,,,,,Sāvitrakāṭhakacayanaprayoga
Sāvitrādiprayoga,सावित्रादिप्रयोग,,,,,Sāvitrādiprayoga
Sāvitrādiprayogavṛtti,सावित्रादिप्रयोगवृत्ति,,,,,Sāvitrādiprayogavṛtti
Sāvitrāṇi juhoti,सावित्राणिजुहोति,Vedas,,,Vedas,
Sāvitrīvrata,सावित्रीव्रत,Vratārka,,,Vratārka,
Sāvitrīvratapūjākathā,सावित्रीव्रतपूजाकथा,,,,,Sāvitrīvratapūjākathā
Sāṃgītadarpaṇa,सांगीतदर्पण,,,,,Sāṃgītadarpaṇa
Sāṃkhyapravacana,सांख्यप्रवचन,,,,,Sāṃkhyapravacana
Sāṃkhyapravacanasūtravṛtti,सांख्यप्रवचनसूत्रवृत्ति,,,,,Sāṃkhyapravacanasūtravṛtti
Sāṃkhyatattvakaumudī,सांख्यतत्त्वकौमुदी,,,,,Sāṃkhyatattvakaumudī
Sāṃkhyaśāstra bhāṣya,सांख्यशास्त्र भाष्य,,,,,Sāṃkhyaśāstra bhāṣya
Sītācaraṇacāmaranāmastotra,सीताचरणचामरनामस्तोत्र,,,,,Sītācaraṇacāmaranāmastotra
Sītākavaca,सीताकवच,Puranas,,,Puranas,
Sūryanārāyaṇopaniṣad,सूर्यनारायणोपनिषद्,Upanishads,,,Upanishads,
Sūryasahasranāmastotra,सूर्यसहस्रनामस्तोत्र,Puranas,,,Puranas,
Sūryasiddhānta,सूर्यसिद्धान्त,,,,,Sūryasiddhānta
Sūryastavarāja,सूर्यस्तवराज,,,,,Sūryastavarāja
Sūryavrata,सूर्यव्रत,Puranas,,,Puranas,
Sūryāryā,सूर्यार्या,,,,,Sūryāryā
Sūryātharvaśirasupaniṣad,सूर्याथर्वशिरसुपनिषद्,,,,,Sūryātharvaśirasupaniṣad
Sūryātharvaśīrṣa,सूर्याथर्वशीर्ष,Vedas,,,Vedas,
Sūtasaṃhita,सूतसंहित,Puranas,,,Puranas,
Sūtasaṃhitā,सूतसंहिता,Puranas,,,Puranas,
Sūtrapūrvaṣaṭka,सूत्रपूर्वषट्क,Āśvalāyanaśrautasūtra,,,Āśvalāyanaśrautasūtra,
S̄raṇī,सारणी,,,,,S̄raṇī
Taddhitaprakriyā,तद्धितप्रक्रिया,,,,,Taddhitaprakriyā
"Taittirīya Brahmaṇa, aṣṭaka 2",,Vedas,,,Vedas,
Taittirīya Samhitā Aṣṭaka 6,,Vedas,,,Vedas,
Taittirīya śākhā tṛtīyāṣṭaka,तैत्तिरीयशाखा तृतीयाष्टक,Vedas,,,Vedas,
Taittirīyakabhāṣyaṭīkā,तैत्तिरीयकभाष्यटीका,,,,,Taittirīyakabhāṣyaṭīkā
Taittirīyakavārttika,तैत्तिरीयकवार्त्तिक,Taittirīyopaniṣadbhāṣyavārttika,,,Taittirīyopaniṣadbhāṣyavārttika,
Taittirīyakavārttika,तैत्तिरीयकवार्त्तिक,,,,,Taittirīyakavārttika
Taittirīyakavārttika ṭīkā,तैत्तिरीयकवार्त्तिक टीका,,,,,Taittirīyakavārttika ṭīkā
Taittirīyasamhitā Aṣṭaka 3,,Vedas,,,Vedas,
Taittirīyasaṃhitā aṣṭaka 3,,Vedas,,,Vedas,
Taittirīyasaṃhitāṣṭaka,,Vedas,,,Vedas,
Taittirīyopaniṣad,तैत्तिरीयोपनिषद्,Upanishads,,,Upanishads,
Taittirīyopaniṣadbhāṣyavyākhyā,,,,,,Taittirīyopaniṣadbhāṣyavyākhyā
Taittirīyāraṇyakabhāṣya,,,,,,Taittirīyāraṇyakabhāṣya
Talavakāravidyākhya,तलवकारविद्याख्य,Anubhūtiprakāśa,,,Anubhūtiprakāśa,
Talavakāropaniṣaddīpikā,तलवकारोपनिषद्दीपिका,,,,,Talavakāropaniṣaddīpikā
Tantrasāra,তন্ত্রসার,,,,,Tantrasāra
Tarkabhāṣāprakāśa,तर्कभाषाप्रकाश,,,,,Tarkabhāṣāprakāśa
Tarkaparibhāṣā,तर्कपरिभाषा,,,,,Tarkaparibhāṣā
Tarkaprakāśikā,तर्कप्रकाशिका,Tarkabhāṣā,,,Tarkabhāṣā,
Tarkasaṃgraha,तर्कसंग्रह,Tarkasaṅgraha,,,Tarkasaṅgraha,
Tarkasaṃgrahadīpikā,तर्कसंग्रहदीपिका,Tarkadīpikā,,,Tarkadīpikā,
Tarkasaṃgrahadīpikā,तर्कसंग्रहदीपिका,,,,,Tarkasaṃgrahadīpikā
Tarkasaṃgrahadīpikāprakāśa,तर्कसंग्रहदीपिकाप्रकाश,Tarkasaṅgrahadīpikāprakāśikā,,,Tarkasaṅgrahadīpikāprakāśikā,
Tarkasaṃgrahaṭīkā,तर्कसंग्रहटीका,Tarkadīpikā,,,Tarkadīpikā,
Tarkasaṃgrahaṭīkā,तर्कसंग्रहटीका,,,,,Tarkasaṃgrahaṭīkā
Tarkopanyāsa,तर्कोपन्यास,,,,,Tarkopanyāsa
Tarkāmṛta,तर्कामृत,,,,,Tarkāmṛta
Tarkāmṛtataraṅgiṇī,तर्कामृततरङ्गिणी,,,,,Tarkāmṛtataraṅgiṇī
Tat savitur iti,तत्सवतुरिति,,,,,Tat savitur iti
Tattvabodha,तत्त्वबोध,,,,,Tattvabodha
Tattvabodhaprakaraṇa,तत्त्वबोधप्रकरण,,,,,Tattvabodhaprakaraṇa
Tattvabodhinī,तत्त्वबोधिनी,,,,,Tattvabodhinī
Tattvabodhinī,तत्त्वबोधिनीकृदन्त,,,,,Tattvabodhinī
Tattvabodhinī kṛdanta,तत्त्वबोधिनीकृदन्त,,,,,Tattvabodhinī kṛdanta
Tattvabodhinī kṛdanta,तत्त्वबोधिनी कृदन्त,,,,,Tattvabodhinī kṛdanta
Tattvabodhinī pūrvārdha,तत्त्वबोधिनी पूर्वार्ध,,,,,Tattvabodhinī pūrvārdha
Tattvabodhinī subanta,तत्त्वबोधिनीसुबन्त,,,,,Tattvabodhinī subanta
Tattvabodhinī tiṅanta,तत्त्वबोधिनी तिङन्त,,,,,Tattvabodhinī tiṅanta
Tattvacintāmaṇi,तत्त्वचिन्तामणि,,,,,Tattvacintāmaṇi
Tattvacintāmaṇi pratyakṣakhaṇḍa,तत्त्वचिन्तामणि प्रत्यक्षखण्ड,,,,,Tattvacintāmaṇi pratyakṣakhaṇḍa
Tattvacintāmaṇidīdhiti,तत्त्वचिन्तामणि दीधिति,,,,,Tattvacintāmaṇidīdhiti
Tattvadīpana,तत्त्वदीपन,,,,,Tattvadīpana
Tattvadīpaṇa,तत्त्वदीपण,,,,,Tattvadīpaṇa
Tattvasamāsa,तत्त्वसमास,Sāṅkhyasūtra,,,Sāṅkhyasūtra,
Tattvasaṃgrahādhikāra,तत्त्वसंग्रहाधिकार,,,,,Tattvasaṃgrahādhikāra
Tattvaviveka,तत्त्वविवेक,Vedāntatattvaviveka,,Vedāntatattvaviveka,,
Tattvavivekadīpana,तत्त्वविवेकदीपन,,,,,Tattvavivekadīpana
Tattvaśodhana,तत्त्वशोधन,,,,,Tattvaśodhana
Tattvārthacintāmaṇi,,,,,,Tattvārthacintāmaṇi
Tatvabodhinī,तत्वबोधिनी,,,,,Tatvabodhinī
Text on animal omens,,,,,,Text on animal omens
Three early upaniṣads,,,,,,Three early upaniṣads
Tithicintāmaṇisāriṇī,तिथिचिन्तामणिसारिणी,,,,,Tithicintāmaṇisāriṇī
Tithikaustubha,तिथिकौस्तुभ,,,,,Tithikaustubha
Tithikoṣṭhā,तिथिस्कोष्ठा,,,,,Tithikoṣṭhā
Tithinirṇaya,तिथिनिर्णय,,,,,Tithinirṇaya
Tithinirṇayasindhu,तिथिनिर्णयसिन्धु,,,,,Tithinirṇayasindhu
Tithitattva,তিথিতত্ত্ৱ,,,,,Tithitattva
Trader's list,,,,,,Trader's list
Trailokyamaṅgalasūryakavaca,,Tantras,,,Tantras,
Trailokyamohanarāmakavaca,,Tantras,,,Tantras,
Trailokyavijayarāmakavaca,,Tantras,,,Tantras,
Treatise on vihāras,,,,,,Treatise on vihāras
Trikālasaṃdhya,त्रिकालसंध्य,,,,,Trikālasaṃdhya
