script_note_as_recorded,script_note,script_label,aat_label,aat_id,wikidata_label,wikidata_qid
Script: Written in neat nastaʻliq in black ink; pointed.,neat nastaʻliq in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in Indian nastaʻlīq in black ink; pointed.,Indian nastaʻlīq in black ink; pointed,nastaʻlīq,nastaʻliq,300265532,Nastaʿlīq,Q1133121
Script: Written in Aramaic letters in two hands.,Aramaic letters in two hands,Aramaic,,,Aramaic alphabet,Q26978
Script: Written in Coptic and naskh in black ink; pointed.,Coptic and naskh in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in Syriac, vocalized.","Syriac, vocalized",Syriac,Syriac scripts,300379151,Syriac,Q26567
"Script: Written in Syriac, vocalized; some notes in Arabic in the lower margin, trimmed.","Syriac, vocalized; some notes in Arabic in the lower margin, trimmed",Syriac,Syriac scripts,300379151,Syriac,Q26567
"Script: Written in neat naskh in black ink, pointed and vocalized.","neat naskh in black ink, pointed and vocalized",naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in naskh and nastaʻlīq in black ink, pointed and vocalized.","naskh and nastaʻlīq in black ink, pointed and vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in black ink; pointed. Second work written in naskh with elements of nastaʻlīq in black ink; pointed.,naskh in black ink; pointed Second work written in naskh with elements of nastaʻlīq in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in naskh in brown ink; pointed.,naskh in brown ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in neat naskh in black ink; pointed, partially vocalized.","neat naskh in black ink; pointed, partially vocalized",naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in West African naskh in black ink; pointed; two different hands copied the text.,West African naskh in black ink; pointed; two different hands copied the text,naskh,naskhī,300195195,Naskh,Q1510712
Script: Written in a West African naskh in three different hands; black ink; pointed.,a West African naskh in three different hands; black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
"Script: Written in clear muḥaqqaq in black ink, pointed and vocalized.","clear muḥaqqaq in black ink, pointed and vocalized",muḥaqqaq,muḥaqqaq,300265534,Muhaqqaq,Q1271335
"Script: Written in ghubar in black ink, pointed.","ghubar in black ink, pointed",ghubar,,,Ghubār script,Q130751688
Script: Labels in naskh in black ink; pointed.,Labels in naskh in black ink; pointed,naskh,naskhī,300195195,Naskh,Q1510712
Script: Gothic--cursiva (fols. 103v-200r),Gothic--cursiva (fols 103v-200r),cursive Gothic script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Gothic--rotunda (ff. 1r-103r),Gothic--rotunda (ff 1r-103r),Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Gothic—textualis,Gothic--textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Gothic—textualis semi-quadrata,Gothic--textualis semi-quadrata,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Gothic--semi-textualis,Gothic--semi-textualis,Gothic semitextualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script: Libraria, littera bononiensis","Libraria, littera bononiensis",Littera bononiensis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Italian Protogothic,Italian Protogothic,Semigothic script,Protogothic,300379143,Protogothic,Q33247835
Script: Informal glossata,Informal glossata,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Gothic--rotunda (Spanish), with notarial inscriptions","Gothic--rotunda (Spanish), with notarial inscriptions",Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
"Script: Humanistic (Spanish), with notarial inscriptions","Humanistic (Spanish), with notarial inscriptions",humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Gothic textualis,Gothic -textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Bâtarde (with humanistic elements),Bâtarde (with humanistic elements),Batarde,bastarda,300210195,Bastarda,Q32267
"Script: Gothic--textualis semi-quadrata; responses, versicles, and antiphons written in smaller script","Gothic--textualis semi-quadrata; responses, versicles, and antiphons written in smaller script",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Hybrida (Netherlandish),Hybrida (Netherlandish),hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Gothic--textualis semiquadrata,Gothic--textualis semi-quadrata,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Bâtarde with eighteenth-century additions (fols. 94v-95v),Bâtarde with eighteenth-century additions (fols 94v-95v),Batarde,bastarda,300210195,Bastarda,Q32267
Script: Hybrida; prayers at end written by multiple hands,Hybrida; prayers at end written by multiple hands,hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Gothic--bookhand,Gothic--bookhand,Gothic bookhand,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Gothic-textualis semi-quadrata,Gothic--textualis semi-quadrata,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Greek Minuscule,Greek Minuscule,Greek minuscule,Greek alphabet,300256140,Greek minuscule,Q8250741
"Script: Gothic--textualis, with some cursive features","Gothic--textualis, with some cursive features",Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Gothic -textualis,Gothic -textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Gothic--semitextualis,Gothic--semi-textualis,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Greek minuscule,,,,,Greek minuscule,Q8250741
Script: Gothic--rotunda; Scribe: Frater Faustino,Gothic--rotunda; Scribe: Frater Faustino,Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Cursive (fols. 119r-126v),Cursive (fols 119r-126v),cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Gothic--rotunda (with northern elements),Gothic--rotunda (with northern elements),Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Cursive (fols. 171r-194r),Cursive (fols 171r-194r),cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script: Hybrida (fols. 2r-167v),Hybrida (fols 2r-167v),hybrid script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Textualis--rotunda (Spanish),Textualis--rotunda (Spanish),Spanish rotunda script,rotunda (script),300417901,Rotunda,Q1418954
Script: Cursiva formata,Cursiva formata,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
"Script: Uncial (rubrics, initials, running titles)","Uncial (rubrics, initials, running titles)",uncial,uncial,300194424,uncial script,Q784235
Script: Gothic--rotunda (Spanish),Gothic--rotunda (Spanish),Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Text written by multiple hands; rubrics written by multiple hands in both humanistic bookhand and Gothic rotunda; final leaves (fols. 173-176) also written in a humanistic bookhand,Text written by multiple hands; rubrics written by multiple hands in both humanistic bookhand and Gothic rotunda; final leaves (fols 173-176) also written in a humanistic bookhand,humanist script,humanistic scripts,00210204,humanist minuscule,Q3953117
Script: Gothic--Fraktur,Gothic--Fraktur,Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Minuscule bouletée,Minuscule bouletée,Minuscule bouletée,Greek alphabet,300256140,Greek minuscule,Q8250741
Script: Gothic--cursive,Gothic--cursive,cursive Gothic script,Gothic cursive,300210180,Gothic cursive,Q33247994
Script: Gothic bookhand (southern textualis),Gothic bookhand (southern textualis),Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
Script: Rotunda (imitation),Rotunda (imitation),Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Rotunda (libraria),Rotunda (libraria),Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Gothic bookhand (textualis libraria under cursive influence),Gothic bookhand (textualis libraria under cursive influence),Gothic rotunda,rotunda (script),300417901,Rotunda,Q1418954
Script: Transitional script (Italian),Transitional script (Italian),Semigothic script,Protogothic,300379143,Protogothic,Q33247835
Script: Minuscule (with some Gothic elements),Minuscule (with some Gothic elements),minuscule script,minuscule,300194448,minuscule script,Q69523795
Script: Anglo-Saxon script,Anglo-Saxon script,Anglo-Saxon script,Insular minuscule,300210146,Insular minuscule,Q33259746
"Script: Written in a cursive script by multiple hands, including those of some of the counterparts involved in  the transactions.","a cursive script by multiple hands, including those of some of the counterparts involved in  the transactions",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script, in the hand of Antonio Montalvo.","a cursive script, in the hand of Antonio Montalvo",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script, in the hand of Girolamo di Domenico Vanni.","a cursive script, in the hand of Girolamo di Domenico Vanni",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script by two different hands, with the final folio in a third hand.","a cursive script by two different hands, with the final folio in a third hand",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script:  Written in several secretarial cursive hands.,several secretarial cursive hands,cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
Script:  Written in the Italian bookhand of Frater Johannes de plebe (f. 121v).,the Italian bookhand of Frater Johannes de plebe (f 121v),Gothic script,Gothic scripts,300202638,Gothic minuscule,Q30894934
Script: Bâtarde (Hybrida),Bâtarde (Hybrida),Batarde,bastarda,300210195,Bastarda,Q32267
Script: Gothic--textualis semi-quadrara,Gothic--textualis semi-quadrara,Gothic textualis,Gothic scripts,300195226,Gothic minuscule,Q30894934
"Script:  Written in a cursive script, in the hand of Fabrizio de' Medici.","a cursive script, in the hand of Fabrizio de' Medici",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written a in cursive script, perhaps by multiple hands.","a cursive script, perhaps by multiple hands",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script by multiple hands, including that of Andrea Amadori.","a cursive script by multiple hands, including that of Andrea Amadori",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script by multiple hands, including that of Francesca di Bivigliano de' Medici.","a cursive script by multiple hands, including that of Francesca di Bivigliano de' Medici",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script by multiple hands, including those of Andrea di Amadori and various business counterparts.","a cursive script by multiple hands, including those of Andrea di Amadori and various business counterparts",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in a cursive script, in the hand of Niccolo de' Medici.","a cursive script, in the hand of Niccolo de' Medici",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
"Script: Written in cursive script, by multiple hands, including that of Andrea Amadori.","cursive script, by multiple hands, including that of Andrea Amadori",cursive script,cursive scripts (general scripts by form),300375118,cursive,Q1079418
