row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,instance_of,authorized_label,structured_value
597,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Ludwig, Irene",former owner.,,,human,Irene Ludwig,Q1672539
598,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Ludwig, Peter, 1925-1996",former owner.,,,human,Peter Ludwig,Q73991
599,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Lundell Library,former owner.,,,,,
600,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lundell, C.L",former owner.,,,human,Cyrus Longworth Lundell,Q3009490
601,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lundell, C.L., Mrs",former owner,,,,,
602,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Lymington, Viscount",former owner.,,,,,
603,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Macclesfield, George Parker, Earl of, approximately 1697-1764",former owner,,,human,"George Parker, 2nd Earl of Macclesfield",Q335725
604,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Macer, Floridus",author,,,human,Odo of Meung,Q41617302
605,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Machiavelli, Niccolò di Giovanni",author,,,,,
606,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Madhubhaṭṭa Cātudhāra,scribe.,,,,,
607,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Maggs Bros.,former owner,,,organization,Maggs Bros Ltd,Q15067374
608,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Maḥmūd ibn al-Shaykh al-Fattāḥ,former owner.,محمود بن الشيخ الفتاح,,,,
609,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Makiya, Mohamed",former owner.,,,human,Mohamed. Makiya,Q1942781
610,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Makkūdī, ʻAbd al-Raḥmān ibn ʻAlī, -1404 or 1405",author,مكودي، عبد الرحمن بن علي، -1404 أو 1405,,human,ʿAbd-ar-Raḥmān Ibn-ʿAlī al- Makkūdī,Q60827863
611,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Manlove, Timothy, -1699",former owner,,,human,Timothy Manlove,Q7807385
612,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Mannheimer Hofbibliothek,former owner,,,organization,Mannheimer Hofbibliothek,Q48757260
613,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Manuscript purchased in Madrid by a former owner (per label); gift in 1959 of Mrs. Monica Franklyn of central New Jersey.,former owner,,,,,
614,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Marbod,author,,,,,
615,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Marchese Linterno (n. 26); Visconti di Modrone (d. 1836); Bruschetti (1836); Schiepatti (1865); Arrigoni (1883); Rosenthal; his sale, Sotheby's (1899) to Tyke; acquired by Moffitt from Martini (cat. 26, n. 10) ; TBL (1956). Formerly MAR 27, 2MS BS485 S2.",former owner,,,,,
616,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Marchioni, Marchiono de",scribe.,,,,,
617,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Marco Polo,author,,,human,Marco Polo,Q6101
618,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z",Marcus Ulpius Julianus,author,,,,,
619,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.247Z","Marginal inscriptions ""Charles"" and ""Cahots""; Florence S. Walter (who rebound it ca. 1930-40); gift of her daughter Mrs. Paul Bissinger to the Bancroft Library UC Berkeley 1972. Previous call number 2MS BX2080 1450.",former owner,,,,,
620,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Mariano, del Buono di Jacopo, 1433-1504",artist,,,human,Mariano del Buono,Q16138117
621,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Marie-François Duchesne de Beaumanoir,former owner,,,,,
622,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Mariensüss, Bartholomäus, -1504",author,,,,,
623,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Marriette, Charles, 15th cent",former owner.,,,,,
624,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Martial,author,,,human,Martial,Q2098
625,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Martin of Tours,author,,,human,Martin of Tours,Q133704
626,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.738Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Martinus Silicaeus Joannes Blasius,author,,,,,
627,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Marx, Hermann",former owner.,,,,,
628,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Masson, Irvine, 1887-1962",former owner.,,,human,Irvine Masson,Q15441871
629,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.481Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Master B. F., active 1486-1545",artist,,,,,
630,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.482Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Master of the Burgundian Prelates,illuminator.,,,human,Meister der burgundischen Prälaten,Q1918472
631,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.482Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z",Mathurin atelier,artist,,,,,
632,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-07-11T16:39:53.005Z | NAME RECON STEP 3: START HUMAN RECON 2022-07-11T16:48:50.225Z | NAME RECON STEP 4: KNOWN HUMAN APPLIED 2022-07-11T16:57:20.360Z | NAME RECON STEP 6: START ORG RECON 2022-07-11T21:33:30.739Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:22.697Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:38:40.482Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2022-07-11T21:39:37.108Z | NAME RECON STEP 9: FINALIZED 2022-07-12T13:35:35.248Z","Maximus, bp. of Turin",author,,,,,
